study_id,Accrued,Active Enrolling Date,Closed to Enrollment Date,Disease Site(S),national_sample,local_sample
85875631,1,,,neurology,0,5
81017894,,,,other,0,
85490359,3,,,other,0,2
75807889,,,,other,0,29
66336398,10,,,other,18,
14408925,10,,,other,0,
29473852,2,,,oncology,0,30
76766337,,,,other,0,
45104509,,,,other,0,4
76971004,1,,,oncology,0,9
38624669,,,,other,0,60
75553729,0,,,other,0,3
87940492,,,,oncology,0,30
68303917,2,,,other,0,20
64183579,,,,other,0,3
77601485,,,,other,0,
27991430,,,,other,0,
72718444,,,,other,0,245
94592054,,,,other,0,
77298538,4,,,oncology,0,20
37354370,4,,,oncology,0,30
54614482,,,,oncology,0,5
76930173,,,,other,0,23
69572103,5,,,mental_health,5,5
93132119,4,,,mental_health,0,5
28661154,7,,,neurology,0,10
84736979,0,,,other,0,18
83770760,,,,oncology,0,12
42104874,31,,,other,0,28
11549543,,,,other,0,
55549209,2,,,other,0,24
93519138,,,,other,0,
55139253,2,,,other,0,10
55180636,,,,other,0,10
74316440,,,,other,0,
11475265,30,,,other,0,50
17020646,23,,,other,0,20
15169854,28,,,oncology,0,84
86113168,,,,other,0,120
19758268,0,,,oncology,0,40
26926122,,,,oncology,0,10
10812696,,,,other,0,8
43481058,1,,,oncology,20,10
15219861,,,,other,0,
21159310,,,,other,0,2
82720528,8,,,other,20,20
45132646,,,,other,0,
78024667,139,,,oncology,0,
70530237,0,,,other,0,6
97320274,,,,other,0,20
27539374,124,,,other,0,
15309704,11,,,other,0,122
37043298,,,,other,0,
50543755,19,,,other,0,
14670759,3,,,other,0,259
53819157,17,,,other,0,
95927739,,,,other,0,
53935220,2,,,other,0,3
99998901,,,,other,0,
60185739,2,,,other,0,6
28342170,5,,,other,0,
33765959,0,,,other,0,0
21248558,5,,,oncology,0,6
59021865,140,,,oncology,0,750
29055738,2,,,oncology,0,24
79862188,8,,,other,0,5
77913217,,,,other,0,2
26480246,25,,,oncology,0,
76477505,,,,other,0,
44577856,5,,,other,0,5
60945692,16,,,other,16,16
79535062,6,,,oncology,0,30
31022447,,,,other,0,
18079010,1,,,other,0,120
24206761,,,,oncology,0,8
32316774,,,,other,0,
56957337,123,,,other,0,15
87136678,2,,,other,0,
83451299,,,,other,0,5
20438445,,,,other,0,
68877602,,,,other,0,5
88669626,,,,other,0,3
99530998,,,,other,0,10
36034898,1,,,other,0,4
37181733,31,,,other,0,200
87096285,1,,,oncology,0,12
54451039,4,,,other,0,15
21545192,35,,,other,0,
40467489,,,,other,0,
52156869,7,,,oncology,0,10
73809299,,,,oncology,0,
54475431,8,,,other,0,
55672191,,,,other,0,4
34446442,2,,,other,0,4
28580349,10,,,other,0,
80165736,0,,,other,0,9
54302684,0,,,oncology,0,5
15489542,1,,,other,0,2
98434281,,,,other,0,800
38189595,1,,,other,0,1
99548040,5,,,other,0,
76577742,4,,,other,0,20
44014175,1,,,oncology,0,18
83868056,18,,,other,0,50
54482827,4,,,other,0,
22428303,0,,,oncology,0,80
83663734,11,,,other,0,
88202544,,,,other,0,
67369566,113,,,other,0,12
37116650,8,,,other,0,16
30751964,,,,other,0,
50797715,3,,,other,0,5
39516759,,,,oncology,0,16
37813086,3,,,other,0,7
90283372,,,,other,0,202
92379741,11,,,other,0,40
94460250,1,,,other,0,2
88225435,59,,,oncology,0,44
57228688,,,,other,0,3
24958378,0,,,other,0,
37605003,,,,other,0,
31971057,19,,,oncology,0,
18340372,,,,other,0,2
65165687,4,,,oncology,0,
64116628,0,,,other,0,500
30112623,,,,other,0,12
11892908,11,,,other,0,15
81320001,25,,,other,0,110
29628566,460,,,oncology,0,608
18987562,23,,,other,0,20
27827333,,,,oncology,0,35
43563851,0,,,other,0,3
77977929,8,,,other,0,56
11483166,,,,other,0,
97991154,,,,oncology,0,
53451897,,,,other,0,4
99957495,15,,,other,0,
74381879,2,,,other,0,10
89635315,31,,,oncology,33,33
10445780,,,,other,0,
10194120,2017,,,other,0,
79751560,551,,,oncology,0,
94213636,0,,,other,5,10
42386822,,,,other,0,
15554540,,,,other,0,10
82525554,,,,other,0,5
51141492,61,,,other,0,
28965390,6,,,oncology,0,5
66657516,,,,other,0,4
20176293,,,,other,0,30
85146489,3,,,other,0,30
83197043,,,,other,0,
62944757,1,,,other,5,4
55866179,13,,,oncology,0,
10718308,,,,other,0,80
29095222,,,,other,0,350
67418025,0,,,other,0,
52492282,15,,,other,60,
25312308,17,,,other,0,13
46586440,4,,,other,0,30
58596412,3,,,other,0,6
75267237,,,,oncology,0,10
44915617,3,,,other,0,12
51379106,2,,,other,0,30
20437815,3,,,other,0,8
30308665,938,,,other,0,1500
59800506,0,,,other,0,24
63601632,3,,,other,32,34
29794403,701,,,other,600,
53482127,,,,other,0,
17468559,410,,,other,0,
91404982,,,,other,0,110
80337689,,,,oncology,0,15
85384074,0,,,oncology,0,10
97499889,0,,,oncology,0,
77135203,,,,other,0,
76365199,,,,other,0,1
84106460,,,,oncology,0,3
59407513,0,,,oncology,0,10
78379750,,,,other,0,320
29817705,47,,,oncology,0,50
53943514,,,,other,0,2
86130063,,,,other,0,40
62766032,1,,,other,0,15
97801731,,,,other,0,1200
62617134,,,,other,0,112
23917100,65,,,other,0,
75319345,,,,other,0,177
16503372,4,,,oncology,0,
63097724,869,,,other,0,
81843387,2,,,other,0,2
71117574,,,,other,0,
87013773,5,,,oncology,0,20
75913242,3,,,other,0,
63945645,3,,,other,0,8
95984468,,,,oncology,0,12
91651154,7,,,other,0,3
11122506,5,,,other,0,15
21896419,1,,,oncology,0,18
57531534,,,,other,0,24
70719676,3,,,other,0,8
68713337,4,,,oncology,0,30
80248241,,,,other,0,
31922217,6,,,other,0,100
75963803,,,,other,0,5
93460969,4,,,other,0,6
67975077,3,,,other,0,
78749114,,,,other,0,150
39278929,3,,,oncology,0,16
55777316,10,,,other,0,50
41565442,,,,other,0,10
97466595,32,,,oncology,0,16
61356891,0,,,oncology,0,12
85318706,,,,oncology,0,850
70735000,38,,,other,0,20
93024385,26,,,other,40,40
11408991,4,,,other,30,12
51091009,7,,,other,0,
30232667,36,,,other,0,
70491443,,,,other,0,
96442674,13,,,other,0,4
69114969,38,,,other,0,
15670286,3,,,other,0,
86973189,,,,other,0,60
57736618,,,,other,0,120
18430883,,,,oncology,0,8
86490004,10,,,other,0,12
50051997,3,,,oncology,0,60
19578044,,,,other,0,4
54427024,,,,other,0,
22272789,9,,,other,0,20
42884520,,,,other,0,45
34839861,,,,other,0,4
60996252,,,,oncology,0,152
11479921,36,,,other,0,40
81704578,,,,other,50,
32691478,,,,other,0,
29683604,19,,,other,0,
91756633,0,,,other,0,20
57605507,,,,other,0,2
82852467,1,,,oncology,0,25
72218528,0,,,diabetes,18,18
67566834,,,,oncology,0,
75414912,,,,other,0,4
73611907,1,,,other,0,3
78870194,26,,,oncology,0,
97664357,,,,oncology,0,21
72685430,19,,,other,50,50
97540821,1,,,other,0,20
65993001,131,,,other,0,240
95893562,0,,,oncology,50,30
63257618,53,,,other,0,5
21388691,5,,,oncology,0,45
28850569,,,,other,0,250
22090583,,,,other,0,
63158302,18,,,other,0,90
91396970,3,,,other,0,6
61069716,89,,,oncology,0,
94910432,18,,,other,0,30
95090849,0,,,other,0,2
18716686,1,,,other,0,2
29292304,,,,oncology,0,
52436179,,,,other,0,8
61111403,0,,,other,0,1500
37264235,0,,,other,0,
62486633,17,,,other,0,100
97040371,2,,,other,0,
62110208,3,,,oncology,0,34
52918114,,,,other,0,15
90200240,13,,,other,0,25
70491213,,,,other,0,15
82529526,,,,other,64,142
65736856,,,,other,0,
21517933,,,,other,0,
57981681,3,,,other,0,45
39581596,,,,oncology,0,
49118273,4,,,neurology,0,3
58399270,1,,,oncology,0,10
34347587,,,,oncology,0,
92077332,3,,,other,0,2
63388906,,,,other,0,7
98622345,12,,,other,0,11
51379441,,,,oncology,0,36
62535439,26,,,oncology,0,
66164772,41,,,other,0,30
81214394,2,,,other,0,20
20487117,5,,,oncology,0,18
29048127,0,,,oncology,0,40
71284418,5,,,oncology,0,
82156744,,,,other,0,120
82843764,,,,other,0,50
30251435,1,,,other,0,2
62927676,,,,other,0,
21935093,552,,,oncology,0,
16790379,93,,,oncology,0,
22754314,,,,other,0,0
18373868,,,,other,0,10
48757136,215,,,other,0,
80345574,3,,,oncology,0,15
87840755,71,,,other,0,350
82450849,1,,,other,0,30
16307993,75,,,other,0,
40090263,2,,,other,0,6
73153949,,,,oncology,0,
23829431,1,,,oncology,0,45
60168233,10,,,other,0,5
18209879,3,,,other,0,5
28564689,3,,,other,0,6
56474929,,,,other,0,2
37369925,4,,,other,0,
89847096,,,,other,0,
33517829,,,,other,0,
50697110,,,,other,0,
10015682,,,,other,0,700
47424806,,,,other,0,
29203427,0,,,oncology,0,25
34994676,8,,,oncology,0,60
45907309,,,,other,0,2
96435633,,,,other,0,
61085145,17,,,other,0,20
98719259,1,,,other,10,10
27079001,7,,,other,0,10
68719276,5,,,other,0,4
14431739,,,,other,0,
24671742,,,,other,0,
65983243,7,,,oncology,0,
34991321,7,,,oncology,0,
51965846,10,,,oncology,15,
13524281,,,,oncology,0,20
61963622,,,,other,0,142
28653385,,,,other,0,3
43244445,0,,,other,0,9
40679456,3,,,other,0,
98753687,2,,,other,0,5
17677644,3,,,other,0,5
81714506,9,,,other,0,7
44350433,,,,other,5,5
35141427,3,,,other,0,2
50543094,3,,,oncology,0,75
13777067,,,,oncology,0,130
20045138,,,,oncology,0,30
23263560,11,,,oncology,0,6
63667053,,,,other,0,4
37371310,,,,other,0,10
66370235,24,,,oncology,0,150
57398552,,,,other,0,
12234860,,,,other,0,81
78893097,164,,,other,0,166
67628645,,,,other,0,
70259680,,,,other,0,
74747512,41,,,other,0,
40397253,,,,other,100,100
87356700,,,,other,0,200
41381890,1139,,,other,0,2000
80034096,12,,,oncology,0,50
58170402,4,,,oncology,0,15
25917199,2,,,other,0,4
35272164,10,,,oncology,0,
35403285,3,,,oncology,0,7
60651077,10,,,oncology,0,
38383377,24,,,oncology,0,
38425587,126,,,other,0,
13907477,3,,,oncology,6,
76586175,,,,oncology,0,36
48422302,,,,other,0,10
82188327,1,,,oncology,0,
30195049,,,,oncology,0,12
45226573,5,,,other,0,7
40983485,1,,,other,0,2
48708552,,,,other,0,
96271512,2,,,oncology,0,24
48356294,3,,,other,0,6
64568592,,,,other,0,
12647791,,,,oncology,0,10
75971509,142,,,other,0,100
36198987,21,,,other,0,20
53400664,,,,other,0,
14046110,30,,,other,0,
33106876,4,,,other,5,
24695266,57,,,other,0,35
29160624,7,,,other,0,
84628895,1,,,oncology,0,
44251118,2,,,other,0,2
14777737,,,,other,0,5
69975384,,,,other,0,50
51738782,7,,,other,0,4
59283299,25,,,oncology,0,
72160922,11,,,oncology,0,
68188961,0,,,other,0,64
21912097,7,,,other,0,8
25795350,10,,,other,0,
29711318,0,,,other,0,
88661171,4,,,other,0,20
12423222,0,,,other,0,4
15300621,78,,,other,0,
69737042,1,,,other,0,20
22542635,6,,,other,0,
40532765,,,,other,0,
71015439,,,,other,0,
28572758,12,,,other,0,
64863359,45,,,other,0,
78764509,7,,,oncology,0,20
24591480,13,,,other,0,36
69221340,,,,other,0,
25744440,560,,,other,0,
73233687,58,,,other,0,195
13506071,8,,,oncology,0,
70390906,74,,,other,0,155
99338864,3,,,oncology,0,
75223197,2,,,other,0,8
13175425,10,,,other,0,10
17126555,145,,,other,0,270
61755242,19,,,other,0,35
74218549,,,,other,0,5
51935887,3,,,other,0,
55302536,43,,,oncology,0,100
59038734,,,,oncology,0,20
12761487,8,,,oncology,0,16
99580865,1,,,oncology,0,16
94845929,,,,other,0,10
27579142,,,,other,90,90
60929081,,,,other,0,
79138693,,,,other,0,555
91263442,30,,,oncology,40,
78010598,0,,,other,0,3
60882077,,,,other,0,16
48471282,,,,oncology,0,10
49593509,,,,oncology,0,30
95097834,16,,,neurology,0,60
52654893,7,,,other,0,
56268397,4,,,other,0,4
87683879,20,,,oncology,0,
71784754,3,,,oncology,0,16
98441624,4,,,oncology,0,60
34495439,3,,,oncology,0,18
22034993,12,,,other,0,32
28908955,14,,,other,0,70
57653867,0,,,other,0,
64003167,,,,other,0,12
54647602,0,,,oncology,0,18
37199051,,,,other,0,10
33913000,,,,oncology,0,
84516061,,,,oncology,0,6
76985606,,,,other,0,
67121537,138,,,other,0,
11195176,98,,,other,0,95
17500987,,,,other,0,
51016248,261,,,other,0,400
46502255,330,,,other,0,400
18020919,1,,,oncology,0,60
18079004,,,,oncology,0,
95423701,2,,,oncology,0,
64049154,,,,oncology,15,
54006245,3,,,other,0,10
32503322,84,,,other,0,121
46021130,31,,,oncology,0,12
85793474,4,,,other,0,6
27073601,22,,,other,144,144
81394683,0,,,other,0,8
61110377,75,,,other,0,30
12639282,,,,oncology,0,764
54996666,,,,other,0,240
70047343,,,,other,0,330
42332936,,,,other,0,30
15505011,,,,other,50,
40835589,1,,,other,0,
92740251,,,,other,0,
44571214,10,,,oncology,0,20
50933371,8,,,oncology,0,
92107501,5,,,oncology,0,
15544580,8,,,oncology,15,
29928274,161,,,oncology,0,
85267735,13,,,oncology,0,
97131033,0,,,other,0,2
14932699,,,,other,0,0
10263845,,,,other,0,60
54385390,,,,other,0,4
61111457,12,,,oncology,0,5
23092005,1,,,other,0,25
31193904,,,,oncology,0,12
87660369,9,,,other,0,25
90004444,,,,mental_health,0,3
60446411,1,,,neurology,0,1
74857541,5,,,other,0,4
58693090,1,,,other,2,2
76027412,5,,,other,0,8
47630296,18,,,other,0,18
17536831,8,,,oncology,0,
57825822,,,,other,0,100
85563696,5,,,oncology,0,10
68557961,,,,other,0,8
77092982,0,,,other,0,6
31496235,1,,,other,0,2
97500106,,,,other,0,175
52862076,,,,other,0,14
73857290,,,,other,0,50
81943943,,,,other,0,2
56113128,,,,other,0,0
87636697,0,,,other,0,20
76078204,,,,oncology,0,21
12966741,1,,,oncology,0,15
24934069,222,,,other,0,
16096348,,,,oncology,0,20
76748865,6,,,other,0,10
90930423,,,,other,0,35
67819272,1,,,oncology,0,
72726252,11,,,other,0,20
50984217,105,,,other,0,72
76610246,16,,,other,0,10
40197267,1,,,other,0,4
41556563,,,,other,0,
34117410,7,,,other,0,10
14096037,4,,,other,0,
64108846,29,,,other,0,116
67672566,2,,,other,0,
82763014,0,,,other,0,2
36115246,47,,,other,0,
53295790,4,,,other,0,7
67803364,10,,,other,0,
71646020,7,,,oncology,0,10
89962449,8,,,other,0,
44416410,,,,other,0,
43162822,,,,oncology,0,21
67443564,0,,,other,0,
33273916,9,,,other,0,20
99900746,2,,,oncology,0,18
31431542,,,,other,0,100
50878892,5,,,other,0,4
21265479,1,,,other,0,6
70728767,,,,other,0,4
83933242,2,,,oncology,0,
31472672,3,,,other,0,3
57907501,11,,,other,0,
13119240,,,,other,0,
84421462,1,,,diabetes,2,2
77806410,,,,oncology,0,78
16939123,1,,,other,0,
71752341,0,,,other,0,
38754159,,,,other,0,
55212861,2,,,other,0,14
62109489,0,,,other,0,5
20675095,19,,,other,0,90
84211406,1,,,other,0,3
26941884,4,,,other,0,12
47135821,1,,,other,0,
68771037,,,,oncology,0,10
66378695,,,,oncology,0,9
59383071,,,,oncology,0,24
16481226,,,,oncology,0,9
33905412,30,,,other,0,64
39222458,1,,,other,0,8
72285015,,,,other,0,8
28646443,1,,,other,0,12
43916595,,,,other,0,10
23009655,4,,,other,0,6
81795802,22,,,other,0,25
84311408,,,,oncology,0,20
74332882,5,,,other,0,20
77520212,,,,other,0,60
43105598,,,,other,0,
55876978,,,,oncology,0,
45488807,,,,other,0,5
87423328,,,,other,0,
84834184,,,,oncology,0,
72194227,4,,,other,0,
67886030,2,,,other,0,2
91216356,2,,,other,0,3
32349376,,,,oncology,0,5
55508389,,,,other,0,2
44300933,5,,,oncology,0,30
87997839,,,,other,0,20
96500834,,,,other,0,20
33414415,,,,oncology,0,9
30214978,783,,,other,0,
72933575,1672,,,other,5400,
37114421,12,,,other,0,
26730840,187,,,other,0,
74734074,4,,,other,0,20
55851802,2,,,other,0,40
46980349,,,,other,0,18
73030499,,,,other,0,50
21199558,7,,,oncology,0,48
30620877,1,,,other,0,30
23338225,7,,,other,0,7
42653643,14,,,other,0,20
41589052,8,,,oncology,0,8
31297526,,,,other,0,
22313508,,,,other,0,5
26885394,0,,,other,0,2
55147751,8,,,other,0,25
23436248,,,,oncology,0,24
41998957,0,,,other,0,10
84662706,,,,other,0,60
81746480,0,,,oncology,0,10
50641794,3,,,oncology,0,3
90206376,539,,,other,5478,2500
60404588,,,,other,0,
71441655,,,,other,0,8
83786594,,,,other,0,
28489964,28,,,other,0,20
28384371,4,,,other,0,1
94485300,,,,oncology,0,40
93264379,3,,,other,0,3
86219071,4,,,oncology,0,24
49592417,0,,,other,0,
45997236,1,,,other,0,3
80788889,,,,other,0,8
62094002,7,,,oncology,0,
67335777,57,,,other,0,
56168592,31,,,other,0,30
80711767,,,,other,0,
33316074,,,,other,0,2
28728512,,,,oncology,0,6
66526280,2,,,other,0,5
16497801,,,,other,0,2
88684266,3,,,other,0,
22264105,3,,,other,0,5
46561170,6,,,other,0,22
69106963,2,,,other,0,6
91306754,0,,,other,0,7
25720743,2,,,other,0,10
12917408,1,,,other,0,36
78396712,,,,other,0,
99309674,5,,,other,0,5
66583292,7,,,other,0,12
50089830,,,,other,0,
10076354,82,,,other,750,
29767065,63,,,other,0,40
89984084,,,,other,0,
38416830,,,,other,0,
89269133,,,,oncology,0,
52680959,22,,,other,0,12
84532298,,,,other,0,
