study_id,Accrued,Active Enrolling Date,Closed to Enrollment Date,Disease Site(S),national_sample,local_sample
66574366,4,,,other,0,0
20613486,2,,,other,0,10
13039706,0,,,other,0,0
52752455,,,,other,0,4
73979009,1,,,other,0,0
37932397,2,,,other,0,4
18094573,0,,,other,0,0
26146235,1,,,other,0,0
51436101,0,,,other,0,0
94263123,0,,,other,0,0
78424669,,,,other,0,20
93531228,6,,,other,0,0
76788891,0,,,other,0,0
60290807,0,,,other,0,0
89878242,8,,,other,0,4
13760186,3,,,other,0,0
32503476,0,,,other,0,0
77909560,18,,,oncology,0,0
22708288,32,,,oncology,38,0
46486431,200,,,oncology,0,0
23155864,0,,,other,0,0
79571019,,,,other,0,10
36055453,,,,other,0,3
17104874,,,,unknown,,0
28919340,3,,,other,0,100
58018078,,,,other,0,50
63427072,,,,other,10,5
22639023,,,,other,0,20
56816359,26,,,oncology,0,0
58713131,16,,,other,0,24
59376631,17,,,other,0,29
20931784,8,,,other,0,25
68887039,1,,,other,15,0
75809903,2,,,other,0,0
99474470,0,,,other,0,5
29279611,,,,other,0,0
81010194,,,,unknown,,30
77221452,22,,,other,0,26
17363275,0,,,other,0,10
94860026,19,,,other,0,30
77744940,,,,other,0,10
76206399,4,,,other,0,15
88585184,,,,other,0,30
25954081,,,,other,0,18
92055305,1,,,other,0,14
77594822,31,,,other,300,0
16238394,12,,,other,0,100
16640488,3,,,other,0,30
65775356,4,,,other,0,3
53464997,,,,other,0,12
67306596,18,,,other,0,0
17520627,0,,,other,0,4
28242234,2,,,other,0,0
62505937,9,,,other,0,0
38427042,1,,,other,0,5
95711578,,,,other,0,6
16445302,14,,,other,0,60
49778544,8,,,other,0,15
23841071,7,,,other,0,25
40291025,1,,,other,0,25
98599995,0,,,other,0,0
79406239,,,,other,0,0
88042197,5,,,other,0,25
94890097,6,,,other,0,20
95708953,6,,,other,0,14
14067888,,,,other,0,5
32639118,,,,other,0,10
59247362,,,,other,0,15
89882181,,,,unknown,,0
26359797,2,,,other,0,3
75353257,1,,,other,0,1
37609110,,,,unknown,,1
99232963,1,,,oncology,0,1
31061219,,,,other,0,0
27849217,2,,,other,0,0
11408629,2,,,other,0,0
56300111,3,,,other,0,100
46595896,,,,unknown,,0
93254632,4,,,other,0,0
31339832,8,,,other,0,0
97813259,,,,other,0,0
95233800,34,,,other,0,600
97814235,,,,other,0,100
90893159,,,,other,0,150
65129667,3,,,other,0,30
51062916,3,,,other,0,20
47538396,3,,,other,0,0
58922364,7,,,other,0,0
26636081,,,,other,0,50
83239409,228,,,other,400,0
26788728,16,,,other,0,0
15354278,,,,other,0,30
80658694,57,,,other,0,0
10232469,4,,,other,0,8
96395957,3,,,other,0,0
71541465,,,,other,0,0
25502410,1,,,other,0,0
83099438,,,,unknown,,0
89270551,1,,,other,0,10
97609069,3,,,oncology,9,25
66249663,,,,other,0,0
35462857,9,,,oncology,0,0
66860991,1,,,other,0,3
29652092,13,,,other,0,10
31930260,2,,,other,0,2
68876474,0,,,other,0,0
84907350,15,,,other,0,50
58788261,,,,other,0,125
95086825,1,,,other,0,10
58449062,0,,,other,3,3
35378452,2,,,other,0,2
51819576,2,,,other,0,0
64956623,0,,,other,0,10
94805895,,,,unknown,,10
51269044,26,,,other,0,50
93576901,,,,unknown,,5
99299179,28,,,oncology,0,0
78665200,2,,,oncology,0,0
65442185,6,,,oncology,0,0
90162485,9,,,oncology,15,0
17372402,19,,,oncology,0,0
87560739,1,,,oncology,0,0
81597895,384,,,other,0,500
55802835,0,,,oncology,0,36
57312414,,,,other,0,0
72100152,,,,other,0,10
25199913,,,,neurology,0,0
24036625,,,,neurology,0,0
75096920,2,,,neurology,0,0
24241000,9,,,neurology,0,0
48979598,,,,unknown,,20
15764261,,,,other,0,20
50350343,6,,,neurology,0,6
70349846,15,,,neurology,0,100
40182982,5,,,other,0,150
24045054,6,,,other,0,150
86660652,2,,,other,0,0
25896365,1,,,other,0,15
86275167,7,,,other,0,50
30867694,127,,,neurology,160,0
74385133,3,,,neurology,0,3
66299285,3,,,other,0,0
57131132,28,,,neurology,9800,20000
91182131,,,,other,0,10
68872462,28,,,neurology,0,100
15769506,,,,unknown,,20
31852071,1,,,other,0,15
35144356,,,,other,0,0
21485018,9,,,other,0,5
32252115,2,,,neurology,9,0
27434661,,,,unknown,,20
29064755,,,,unknown,,20
28684556,9,,,other,0,20
87432745,,,,unknown,,15
23541159,,,,neurology,0,10
94894400,2,,,other,0,3
96034512,,,,unknown,,10
64904657,,,,unknown,,30
54208443,,,,other,0,16
90378713,,,,other,0,15
75399061,,,,unknown,,10
74677997,,,,unknown,,10
85317161,3,,,other,0,0
50733036,,,,unknown,,20
30281084,,,,other,0,20
58476154,20,,,other,0,30
79179906,61,,,oncology,0,0
82701778,30,,,oncology,0,0
50902168,19,,,oncology,0,0
11974675,1,,,other,0,0
51041511,3,,,other,0,0
10418519,6,,,other,0,0
12186411,314,,,other,115,0
58020947,26,,,other,0,0
63796765,4,,,other,0,0
82588980,0,,,other,0,0
80303527,5,,,other,0,0
17642662,0,,,other,0,0
46429151,,,,other,0,120
57598761,,,,other,0,0
51693871,101,,,other,0,110
71607803,,,,other,0,100
30214987,,,,other,0,1000
38298144,,,,other,0,0
18818068,24,,,other,0,0
88206216,,,,other,0,30
51507794,,,,other,0,20
24071907,,,,other,0,40
22230529,2,,,other,0,10
86934474,,,,other,0,0
40084921,,,,other,0,0
64156322,,,,other,0,10
71042109,,,,other,0,0
56505364,114,,,other,0,0
26465936,,,,other,0,0
14699541,11,,,other,0,125
46364076,1,,,other,0,0
27171324,1,,,other,0,2
47195746,1,,,other,3,0
90612832,3,,,other,0,10
67078269,9,,,other,0,0
54273255,,,,other,0,3
77189595,12,,,other,0,0
20347359,3,,,other,0,4
91137761,0,,,other,0,6
56889492,1,,,other,0,0
87994417,10,,,other,0,0
31170332,,,,unknown,,0
45797705,,,,other,0,10
93507849,3,,,other,0,0
13053470,1,,,oncology,0,20
60918265,0,,,other,0,2
18427355,2,,,other,0,0
10792116,,,,other,0,8
61869027,4,,,oncology,0,0
70026937,0,,,other,0,0
72052775,5,,,other,0,0
74063483,,,,unknown,,4
34294468,3,,,other,0,0
41792960,1,,,other,0,0
64165457,11,,,oncology,0,0
68327459,3,,,oncology,0,0
12491717,34,,,other,0,0
29243730,1,,,other,0,3
41353660,11,,,other,15,0
92555583,1,,,other,0,5
73289709,5,,,other,5,0
70477363,1,,,other,0,1
57815072,,,,other,0,15
99953352,8,,,other,10,0
12009310,,,,unknown,,30
83552309,23,,,other,0,100
41050447,8,,,other,16,16
89383086,23,,,neurology,200,0
97103436,,,,other,0,200
66340211,,,,other,0,0
40957908,10,,,other,0,0
31656580,12,,,other,0,120
96365129,,,,other,0,10
91745902,8,,,other,0,10
27475866,,,,unknown,,10
89478481,3,,,other,0,0
31339729,12,,,other,0,0
19885660,60,,,other,0,0
40735032,2,,,other,0,6
67368442,50,,,other,0,0
52359055,,,,other,0,30
10776575,0,,,other,0,0
36900041,38,,,other,0,60
74492946,9,,,other,0,20
73379790,15,,,other,0,24
21484253,15,,,other,0,0
50654456,0,,,other,0,5
43856240,50,,,other,0,0
20443995,3,,,other,0,0
40482727,14,,,other,6,6
14088741,4,,,other,11,11
72415758,1,,,other,0,6
38737641,37,,,other,0,0
79845246,5,,,other,0,0
68982649,6,,,other,0,0
18118175,3,,,other,0,0
78166873,5,,,other,0,6
67067053,2,,,other,0,2
75250735,5,,,other,0,5
51450748,2,,,other,0,0
87651600,39,,,other,0,0
41547048,3,,,other,0,0
40562295,1,,,other,0,3
81636685,1,,,other,0,5
52982069,5,,,other,0,0
19116343,9,,,other,0,0
52335757,4,,,other,0,0
71953955,2,,,other,0,40
33066249,2,,,other,0,40
65359918,,,,other,0,30
79147201,28,,,other,0,30
94797491,,,,unknown,,10
76668530,,,,unknown,,10
83410879,,,,unknown,,10
96108319,,,,unknown,,10
32804314,2,,,other,0,0
67984964,,,,unknown,,10
57425541,,,,unknown,,10
50691614,,,,unknown,,10
33549863,3,,,other,0,10
12448854,4,,,other,0,0
69164485,,,,unknown,,10
15905721,1,,,other,0,0
89905392,1,,,other,0,2
39460148,,,,other,0,0
22392867,2,,,other,0,0
68815377,2,,,other,0,10
68818682,6,,,other,0,0
77471642,,,,unknown,,10
89011944,2,,,other,0,3
22963836,,,,other,0,0
52404055,,,,unknown,,10
73126680,1,,,other,0,4
51691078,,,,unknown,,10
60838267,2,,,other,0,0
70112349,4,,,other,0,0
31652125,,,,other,0,0
14483391,,,,unknown,,10
69703092,2,,,other,0,0
39925800,1,,,other,1,0
22062329,7,,,other,0,10
65740770,,,,unknown,,10
93568835,,,,unknown,,10
82038688,4,,,other,0,0
69746213,,,,unknown,,10
31932224,,,,unknown,,10
55751700,1,,,other,0,3
16006600,,,,unknown,,10
19830112,1,,,other,0,0
81238856,,,,other,0,1
15992235,4,,,other,0,5
60581951,2,,,other,0,0
46065693,2,,,other,0,10
50313223,0,,,other,0,3
11500108,5,,,other,0,2
56157555,1,,,other,0,0
18475119,,,,other,0,3
80193134,4,,,other,0,10
54270366,1,,,other,0,0
56562959,0,,,other,0,2
29572760,,,,unknown,,10
91002291,,,,other,0,0
88365651,4,,,other,0,3
68784721,2,,,other,0,0
75123384,3,,,other,0,10
36073926,2,,,other,0,0
69175634,10,,,other,0,22
95209890,4,,,other,0,10
37834167,0,,,other,0,0
73139751,,,,other,0,0
69448247,3,,,other,0,0
44813447,,,,other,0,10
18537949,,,,unknown,,5
58947011,2,,,other,0,0
43252477,2,,,other,0,2
86903042,4,,,other,0,5
42093464,59,,,other,0,0
22981298,5,,,other,0,5
57603149,0,,,other,0,0
98120473,5,,,other,0,4
48734642,7,,,other,20,0
71721904,4,,,other,0,0
33686174,4,,,other,0,20
47761659,,,,other,0,35
19644806,,,,other,250,0
22145115,1,,,other,0,18
47547712,,,,other,0,0
56937886,0,,,other,0,0
75509667,1,,,oncology,0,24
76811977,35,,,oncology,0,0
93630325,0,,,oncology,0,0
84823582,,,,oncology,0,10
20422473,,,,unknown,,2
24684512,18,,,oncology,0,0
98863596,0,,,oncology,0,2
55421417,0,,,oncology,0,2
27098003,0,,,oncology,0,12
96850888,1,,,oncology,0,0
12589564,5,,,oncology,0,30
78197079,,,,oncology,0,10
38590005,0,,,oncology,0,0
41545064,15,,,oncology,0,0
48590181,4,,,oncology,0,0
18435880,,,,oncology,0,8
14860009,,,,unknown,,3
60066854,,,,oncology,0,10
56450662,,,,unknown,,2
32906956,,,,unknown,,3
31206015,5,,,oncology,0,7
64493520,0,,,oncology,0,0
71347775,,,,oncology,0,12
57275657,2,,,oncology,0,0
21189144,0,,,oncology,0,0
54563846,0,,,oncology,0,0
45305803,0,,,oncology,0,16
30870392,1,,,oncology,4,0
72462753,0,,,oncology,0,0
99452153,4,,,other,8,8
74039465,4,,,other,5,0
13564293,0,,,other,0,12
50310744,9,,,other,0,0
40304424,,,,unknown,,4
31243992,,,,unknown,,12
43207278,1,,,other,0,2
35211787,1,,,other,0,3
17227519,,,,unknown,,0
91990829,32,,,other,0,0
52063871,2,,,other,0,0
35688061,15,,,other,0,0
52497853,18,,,other,0,0
87649881,13,,,other,0,0
12938467,6,,,other,0,0
88000787,2,,,other,0,0
84757380,1,,,other,0,0
39540616,4,,,other,0,0
32436400,4,,,other,0,0
30859383,18,,,other,24,0
54067243,22,,,other,22,22
12804282,59,,,other,80,0
25805097,27,,,other,0,0
41965226,0,,,other,0,0
66265796,33,,,other,0,0
30802407,15,,,neurology,15,0
41928014,11,,,other,0,130
55934962,,,,unknown,,0
41460527,16,,,other,0,0
48974820,15,,,other,0,0
35012347,,,,unknown,,50
95876703,7,,,other,0,0
96681924,,,,unknown,,0
86837120,8,,,other,0,10
51685100,6,,,other,0,40
55382797,,,,other,0,12
35379779,2,,,other,0,20
28750607,0,,,other,0,12
60085505,,,,other,0,5
51884641,30,,,other,0,0
57367128,0,,,other,0,20
24196459,1,,,other,0,0
47881543,1,,,other,0,0
60722948,3,,,oncology,0,16
50632167,3,,,other,0,0
21942636,,,,other,0,10
83931685,1,,,other,0,0
30479029,0,,,other,0,0
58332101,10,,,other,0,0
41849687,,,,other,0,0
66820440,6,,,other,0,20
49344673,3,,,other,0,0
27448661,3,,,other,0,0
74536375,0,,,other,0,0
43734226,0,,,other,0,0
64950530,0,,,other,0,8
94441726,1,,,other,0,0
99906391,,,,other,0,0
94082563,10,,,other,0,0
92778914,,,,other,0,30
95146373,6,,,other,0,0
44291047,,,,other,0,10
54480822,,,,other,0,4
28531226,0,,,other,0,2
16248838,,,,other,0,5
54367799,1,,,oncology,0,0
83722866,,,,other,0,60
43611370,0,,,oncology,0,0
79319716,14,,,other,0,30
54642714,7,,,other,0,30
19040101,6,,,other,0,15
54362750,,,,other,0,0
25958886,,,,other,0,4
36566808,0,,,other,0,3
20868724,35,,,other,0,0
87660269,3,,,other,0,6
50885486,12,,,other,0,0
45527333,5,,,other,0,0
59260589,,,,unknown,,10
58274893,,,,other,0,12
52474968,0,,,other,0,1
33029963,,,,unknown,,10
42647246,,,,unknown,,10
46012297,5,,,other,0,3
48136957,3,,,other,0,35
48309379,1,,,other,0,0
95046629,4,,,other,0,30
89181167,141,,,other,0,180
19988594,,,,other,4000,0
29200556,,,,other,0,0
93834997,17,,,other,0,0
37645533,100,,,other,0,0
82671226,2,,,other,0,0
18605903,13,,,other,0,16
80507393,0,,,other,0,0
96876643,0,,,other,0,3
87386572,1,,,other,0,10
51109916,100,,,other,200,500
84780463,123,,,oncology,0,150
57160958,28,,,other,80,0
92485318,,,,other,0,0
60346380,509,,,other,0,0
27652738,0,,,oncology,0,0
58912849,40,,,other,0,0
61670942,,,,other,0,0
33715659,18,,,other,0,0
77412206,34,,,other,0,0
90936729,190,,,other,0,0
25707198,1,,,other,0,0
31344348,4,,,oncology,0,30
84174675,18,,,oncology,0,25
82339277,4,,,oncology,0,12
42538625,10,,,oncology,0,0
52698114,0,,,oncology,0,12
65383424,4,,,oncology,0,0
16961833,3,,,oncology,0,12
80162459,,,,oncology,0,32
94309906,17,,,oncology,0,0
57847669,8,,,oncology,0,16
89321045,,,,oncology,0,6
20064289,1,,,oncology,0,8
28350830,14,,,oncology,0,0
91226265,17,,,oncology,30,0
65658434,,,,unknown,,0
98524774,,,,unknown,,12
46599621,12,,,oncology,0,0
79312465,2,,,oncology,0,0
34616133,5,,,oncology,0,0
87242207,10,,,oncology,0,0
30303615,0,,,oncology,10,10
27541202,,,,unknown,,6
47410941,16,,,oncology,0,0
89019626,0,,,oncology,0,0
32076311,10,,,oncology,0,0
26175351,,,,oncology,0,13
60892964,20,,,oncology,0,30
99999892,7,,,oncology,20,0
87417093,37,,,oncology,36,0
64381249,13,,,oncology,20,0
52718945,6,,,oncology,0,0
75307776,2,,,oncology,0,12
15875851,,,,unknown,,18
36596413,8,,,oncology,0,11
42068017,2,,,oncology,0,8
95276827,9,,,oncology,0,30
41210353,6,,,oncology,0,0
66666313,,,,unknown,,0
16179000,,,,unknown,,25
27465008,11,,,oncology,0,0
27603605,1,,,oncology,0,0
82414515,6,,,oncology,0,0
51213677,7,,,oncology,40,0
74746548,2,,,oncology,0,0
81217547,,,,other,0,10
77661180,,,,other,0,0
49882681,49,,,oncology,0,75
85164306,,,,other,300,0
11546131,1,,,other,0,5
90608785,0,,,oncology,0,0
30488290,0,,,oncology,0,0
27989971,3,,,oncology,0,0
10611098,0,,,diabetes,0,40
62351903,2,,,other,0,20
58524434,6,,,diabetes,0,30
51495561,5,,,other,0,50
49808617,2,,,diabetes,0,0
23823658,4,,,diabetes,0,0
11617240,0,,,other,0,0
62669389,18,,,other,150,25
91695348,2,,,diabetes,0,30
69994544,5,,,diabetes,0,24
14164365,1,,,other,1,1
37201832,1,,,other,0,50
48981077,0,,,other,0,0
22151108,,,,unknown,,20
73532879,5,,,diabetes,0,0
12992914,,,,other,5,10
19206737,64,,,other,0,100
50844687,1,,,other,0,0
43364761,11,,,other,0,12
46060632,4,,,other,0,3
92918525,2,,,other,0,0
97092250,59,,,other,0,80
42791772,0,,,other,0,0
66574017,,,,other,0,0
89790677,1,,,other,5,5
84397719,68,,,other,0,100
24576985,7,,,other,0,50
50749364,,,,unknown,,160
43330020,9,,,other,0,15
62040551,31,,,other,0,50
37174869,,,,unknown,,36
73164459,16,,,other,0,50
72861689,,,,other,0,30
97168914,10,,,other,0,30
89124322,6,,,other,0,15
28987511,7,,,other,0,50
25440840,64,,,other,0,0
50654386,5,,,other,0,0
57823099,,,,other,0,10
90757373,0,,,other,0,5
47533938,,,,other,0,10
10868777,3,,,other,0,5
56733388,,,,other,0,10
40102140,1,,,other,0,10
73517309,,,,other,0,10
13167555,8,,,other,0,72
60111145,7,,,other,0,0
84897216,0,,,other,0,10
44274832,8,,,other,0,20
28630539,,,,unknown,,5
43538318,10,,,other,0,12
88176901,1,,,other,0,3
18854901,5,,,other,0,0
28884469,,,,unknown,,20
71327244,,,,unknown,,20
31241722,5,,,other,0,6
25566761,,,,unknown,,5
26378191,,,,unknown,,25
96773805,,,,other,0,10
99950061,,,,unknown,,20
82777645,3,,,other,0,0
56456750,2,,,other,0,0
16249708,,,,other,0,1
62132146,9,,,other,0,0
67839568,9,,,other,0,20
76671391,,,,other,0,50
74525087,,,,other,0,50
58304329,6,,,other,0,20
44311649,24,,,other,25,25
53226912,15,,,other,0,0
29956781,,,,other,0,0
25268288,2,,,other,0,0
62631673,3,,,other,0,20
78026226,6,,,other,0,0
22114380,3,,,other,0,0
67596507,14,,,other,0,0
49085130,6,,,other,0,0
66350794,6,,,oncology,0,0
85834544,3,,,oncology,0,35
23021465,0,,,oncology,0,15
41593045,,,,oncology,0,3
45711331,,,,unknown,,5
71017253,,,,other,0,0
26440272,3,,,other,0,0
86225779,2,,,other,0,20
91140710,0,,,other,0,0
44657122,,,,oncology,0,80
83693868,1,,,oncology,0,0
97806719,1,,,other,0,10
19900037,1,,,other,0,30
10005880,5,,,other,0,0
55855459,1,,,other,0,10
40649198,,,,other,60,0
91158414,0,,,other,0,0
10924648,,,,other,0,12
12935647,,,,other,70,0
33975166,,,,other,0,20
62869973,,,,oncology,0,0
51552557,,,,other,0,0
43583640,,,,other,0,20
90720720,24,,,other,0,36
35520961,69,,,other,34,0
31132291,42,,,other,0,120
20562383,,,,other,17,0
51496435,11,,,other,0,0
92152190,,,,other,20,0
16329498,19,,,other,0,30
53906618,5,,,other,0,70
69370128,,,,other,0,0
88454742,37,,,other,0,0
90385377,,,,other,0,15
73654816,25,,,other,60,0
32621280,,,,other,0,0
42238581,7,,,other,0,0
94702547,9,,,other,0,27
51165046,10,,,other,0,0
28379446,,,,other,0,135
40858060,464,,,other,0,0
63427998,12,,,other,0,0
43633152,,,,other,0,3
23660175,5,,,other,0,6
43168249,8,,,oncology,0,0
75679077,40,,,oncology,0,0
83473673,2,,,oncology,0,0
62792749,14,,,other,0,40
89296972,0,,,other,0,0
30156610,29,,,other,0,50
76427640,0,,,other,0,0
71100827,33,,,other,0,100
29828226,11,,,other,20,28
91663529,,,,other,0,6
17261086,,,,other,18,0
64961119,5,,,oncology,0,15
65767556,9,,,other,0,24
99206327,1,,,other,0,0
68217785,15,,,other,0,15
10676957,,,,other,0,12
67403810,,,,other,0,0
50936824,,,,oncology,0,5
47606264,8,,,oncology,0,70
86810864,,,,other,120,0
94203918,,,,other,0,12
37631165,166,,,other,0,20000
56398661,0,,,other,0,0
29349554,,,,other,0,0
61618924,3,,,oncology,0,6
37692425,18,,,oncology,50,0
40464630,706,,,other,0,0
39785188,56,,,other,0,75
57656286,,,,other,0,300
14030415,0,,,oncology,0,0
66715676,1,,,other,200,0
86196721,8,,,oncology,26,0
42648482,3,,,oncology,0,0
97379166,8,,,other,0,30
73224853,7,,,oncology,0,0
58634993,,,,oncology,0,8
89246019,15,,,oncology,0,0
42289334,6,,,oncology,0,10
88328560,1,,,oncology,0,10
48780597,,,,other,0,0
69548290,60,,,other,0,60
60740360,22,,,other,0,0
11422946,196,,,oncology,10,0
90575466,65,,,oncology,100,0
97087610,26,,,oncology,28,0
15192147,28,,,oncology,0,0
86644092,0,,,other,0,0
90825606,5,,,other,0,0
91771219,,,,other,0,10
62516558,5,,,other,0,0
74509037,1,,,other,0,1
21275354,1,,,other,4,4
88700126,1,,,other,0,0
89851929,1,,,other,0,6
97419948,6,,,other,0,30
51532573,3,,,other,0,0
54739466,4,,,other,8,0
96616228,,,,unknown,,12
27564093,40,,,oncology,0,40
53800150,8,,,oncology,0,0
67137402,22,,,oncology,0,0
94983662,0,,,oncology,0,0
92002314,0,,,oncology,0,0
55782938,5,,,oncology,0,10
36530938,1,,,oncology,0,0
99712579,,,,unknown,,3
72953855,3,,,oncology,0,0
53795077,0,,,oncology,0,50
33763371,7,,,oncology,0,0
11413578,,,,other,0,8
59836089,4,,,other,0,25
87844977,7,,,other,0,8
15532965,2,,,other,0,0
58870477,,,,other,0,15
54946572,1,,,other,0,24
30197515,5,,,other,0,30
81086406,,,,other,0,100
47860781,6,,,other,0,30
14559161,,,,other,0,32
43968762,,,,other,0,10
95211594,1,,,oncology,0,0
99020369,2,,,oncology,0,8
87862152,2,,,oncology,3,0
77245934,,,,oncology,0,20
13522204,0,,,oncology,0,0
43036071,,,,oncology,0,4
97415381,,,,oncology,0,6
71570818,630,,,oncology,0,0
57724732,3,,,oncology,0,0
86955519,0,,,oncology,0,0
13086902,16,,,oncology,0,0
82620256,3,,,oncology,0,0
78466132,10,,,oncology,0,0
79545574,1,,,oncology,0,0
48469977,4,,,oncology,0,0
21115278,9,,,oncology,0,0
77023125,,,,other,0,36
16665278,,,,other,0,10
18181971,,,,other,0,5
77663488,,,,other,0,10
61560755,,,,other,0,10
96587900,0,,,other,0,0
10757631,,,,other,0,0
18851198,,,,other,0,0
35938837,31,,,oncology,25,0
45793791,3,,,oncology,12,0
18211100,14,,,oncology,110,0
59451324,173,,,oncology,0,0
61954523,3,,,other,0,0
81074472,3,,,other,0,8
16249870,17,,,other,0,0
75441474,280,,,other,0,780
40027208,15,,,other,0,60
10177209,33,,,other,0,50
20090324,8,,,other,0,0
40758327,8,,,other,0,30
22817838,,,,other,0,50
90823944,13,,,other,0,11
67479562,6,,,other,0,100
60715901,21,,,other,0,0
19216572,19,,,other,0,0
60887211,5,,,other,0,0
83751212,7,,,other,0,0
27135479,6,,,other,0,48
30126974,3,,,other,0,32
24989491,3,,,other,0,30
11476501,,,,unknown,,32
26861061,,,,unknown,,24
77730124,14,,,other,0,50
94852258,4,,,other,0,50
62373335,,,,unknown,,48
19328336,,,,other,0,50
70759221,11,,,other,0,26
62012965,,,,unknown,,12
48017670,2,,,other,0,50
41201892,16,,,other,0,50
93394583,40,,,other,0,0
42284014,17,,,other,0,30
17499494,10,,,other,0,0
67735557,14,,,other,0,15
52916487,7,,,other,0,50
97925767,11,,,other,0,14
90888369,18,,,other,0,0
78982959,10,,,other,0,40
52775672,,,,other,0,100
95760066,6,,,other,0,50
56937776,0,,,other,0,50
89720559,10,,,other,0,100
53918112,10,,,other,0,12
65460934,17,,,other,0,8
16965270,,,,unknown,,0
34721431,12,,,other,0,24
16838681,26,,,other,0,0
43858706,26,,,other,0,16
34869621,8,,,other,0,50
60920050,9,,,other,0,50
72036795,,,,other,0,32
58076844,6,,,other,0,24
69377632,,,,unknown,,24
24423904,16,,,other,0,30
54947897,8,,,other,0,50
13553262,6,,,other,0,16
83020296,10,,,other,0,50
93336374,12,,,other,0,40
51998504,14,,,other,0,32
55143717,18,,,other,0,75
96710533,3,,,other,0,18
13630947,,,,unknown,,30
87713186,16,,,other,0,100
32065238,6,,,other,0,60
89172599,20,,,other,0,50
47256706,16,,,other,0,0
75289709,8,,,other,0,30
77908110,16,,,other,0,50
20514758,47,,,other,0,100
95978682,7,,,other,0,0
94932259,8,,,other,0,50
67486460,16,,,other,0,0
53447399,50,,,other,0,100
80858701,12,,,other,0,48
51885313,17,,,other,0,0
38111263,8,,,other,0,100
91301941,8,,,other,0,100
80260399,6,,,other,0,50
20105711,1,,,other,0,40
44107013,11,,,other,0,100
40028080,21,,,other,0,100
78137122,12,,,other,0,100
27076231,6,,,oncology,0,100
26813648,9,,,other,0,60
63155492,7,,,other,0,75
28530144,14,,,other,0,0
63954725,,,,unknown,,15
48765212,11,,,other,0,0
32755474,19,,,other,0,48
36189333,8,,,other,0,0
56557275,,,,unknown,,0
89698342,21,,,other,0,24
48171690,9,,,other,0,40
90178678,11,,,other,0,0
36226101,35,,,other,0,0
93112463,20,,,other,0,50
89663081,11,,,other,0,100
40770750,14,,,other,0,8
95596044,8,,,other,0,30
21800869,7,,,other,0,100
48975768,,,,other,0,30
41429637,10,,,other,0,50
13172925,18,,,other,100,50
80626029,,,,other,60,0
91457754,11,,,other,0,50
43190452,9,,,other,0,50
91235816,18,,,other,0,100
30484676,37,,,other,0,36
57968859,35,,,other,0,36
99458753,,,,unknown,,0
71133740,,,,other,0,60
58596264,28,,,other,0,0
65431687,,,,other,0,20
94002022,16,,,other,0,13
73371314,,,,other,0,100
18376789,,,,other,0,2000
91849410,,,,other,0,1000
98525852,,,,other,0,0
21972340,,,,unknown,,0
46295480,,,,other,0,500
71041601,,,,other,0,0
10264750,78,,,other,200,0
40255660,,,,other,0,1500
45966710,,,,other,0,0
36475872,11,,,other,0,0
97485929,,,,oncology,144,144
48715597,4,,,oncology,0,0
96139849,3,,,oncology,0,10
70866643,148,,,oncology,0,118
18370691,289,,,oncology,300,0
32098909,24,,,oncology,0,140
73878471,2,,,oncology,0,75
55570707,90,,,other,0,0
67563186,65,,,other,0,0
42076244,,,,other,0,70
94877829,1,,,other,0,0
88433467,2,,,neurology,0,0
49508675,3,,,neurology,0,0
25757316,1,,,neurology,0,1
10390350,4,,,other,0,12
72009723,2,,,neurology,0,5
85691481,1,,,other,0,10
17484784,16,,,neurology,0,15
67861454,2,,,other,0,3
21341937,1,,,other,0,3
53113316,4,,,neurology,0,0
46300055,0,,,neurology,0,3
96262967,0,,,other,0,5
91206394,1,,,neurology,0,0
68832088,,,,neurology,0,5
98643364,,,,other,0,5
87141108,55,,,neurology,0,0
89470527,11,,,neurology,0,0
87958306,10,,,other,0,0
58417879,2,,,other,0,0
48814757,3,,,neurology,0,0
29515478,,,,unknown,,5
40512729,3,,,neurology,0,5
34919348,,,,neurology,0,25
79038999,85,,,other,0,150
71201366,,,,other,0,12
10816438,16,,,other,0,40
13633904,23,,,other,0,0
62493375,0,,,other,0,0
83417420,0,,,other,0,0
14821008,7,,,other,0,0
82518783,18,,,other,0,18
28541591,2,,,oncology,8,2
63900485,0,,,other,0,0
31678996,2,,,other,2,2
62358256,1,,,oncology,2,26
73663498,10,,,other,0,0
16802689,2,,,other,0,7
36160121,18,,,other,0,0
20500154,6,,,oncology,6,0
51515078,5,,,oncology,0,0
32976325,6,,,other,0,0
57732484,3,,,other,0,6
38544431,5,,,other,6,9
93872660,5,,,other,6,0
10019184,6,,,other,32,26
19833314,,,,other,0,0
99928918,8,,,other,0,0
61662009,,,,other,0,0
96593739,0,,,other,0,6
40030460,8,,,oncology,0,0
47085726,15,,,oncology,0,0
19102883,1,,,oncology,0,72
66543644,4,,,oncology,10,0
65668909,2,,,oncology,0,7
54812677,10,,,oncology,10,0
27812847,2,,,oncology,0,0
91005920,4,,,other,0,4
29630585,5,,,other,12,0
10117264,4,,,other,0,0
67289208,52,,,other,0,0
34959794,5,,,other,0,24
31265299,19,,,other,0,24
97425393,1,,,other,0,2
35708664,,,,unknown,,80
42475607,181,,,other,250,260
22328611,1,,,oncology,0,0
89717262,10,,,oncology,0,10
43833466,0,,,oncology,0,0
72931749,1,,,oncology,0,10
25426615,3,,,oncology,0,5
19771258,8,,,oncology,0,16
